Component 	 CO2 	 CO2 	 CH4	N2O	SO2	CFC-11	CFC-12	CFC-113	CFC-114	CFC-115	CH3Br	CCl4	CH3CCl3	HCFC-22	HCFC-141b	HCFC-123	HCFC-142b	H-1211	H-1301	H-2402	HFC125	HFC134a	HFC143a	HFC227ea	HFC23	HFC245fa	HFC32	HFC4310mee	C2F6	C6F14	CF4	SF6	NOx	CO	NMVOC	NH3	BMB_AEROS_BC	BMB_AEROS_OC	BC	OC 
Unit 	 Pg_C	Pg_C	Tg	Tg_N	Tg_S	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Gg	Mt_N	Mt	Mt	Mt	Tg	Tg	Tg	Tg
Description 	 fossil_fuel 	 landuse 	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total	 total
Reference	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	No data	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460	ssp460
1757 	 0.00277451 	 0.09216882 	 20.02354066 	 0.06236861 	 1.25623981 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.09137000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.99247815 	 355.94189226 	 61.26369300 	 7.04767413 	 1.38485797 	 12.69966835 	 0.76306571 	 3.00515077
1758 	 0.00277561 	 0.09386446 	 19.93400533 	 0.06354689 	 1.24235166 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.09662000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.94572098 	 351.83974905 	 60.43461244 	 6.99545977 	 1.37003231 	 12.54469792 	 0.75057910 	 2.96991371
1759 	 0.00277671 	 0.09559129 	 20.14146621 	 0.06474744 	 1.23923755 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.08372000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.87677401 	 351.50776273 	 60.44526305 	 7.04595833 	 1.35645251 	 12.56966069 	 0.76081492 	 3.00435280
1760 	 0.00277681 	 0.09734990 	 20.41679714 	 0.06597066 	 1.25137034 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04022000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.86465960 	 354.41828531 	 61.05172479 	 7.12804829 	 1.36281615 	 12.79886668 	 0.76498795 	 3.02019725
1761 	 0.00303996 	 0.09914085 	 20.45599017 	 0.06721700 	 1.25710006 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.09143000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.94190290 	 354.70796792 	 60.98422720 	 7.08096981 	 1.37301465 	 12.66996491 	 0.76474234 	 3.02195097
1762 	 0.00304106 	 0.10096476 	 20.45168738 	 0.06848688 	 1.23571857 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.08127000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000008 	 0.00000000 	 0.00000000 	 0.00000151 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.79993594 	 349.24969723 	 60.02708933 	 7.07254734 	 1.33465816 	 12.49327134 	 0.76708995 	 3.03266397
1763 	 0.00304217 	 0.10282222 	 20.54517934 	 0.06978075 	 1.24297708 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.09332000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000067 	 0.00000000 	 0.00000000 	 0.00001237 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.84041824 	 350.05933492 	 60.12706627 	 7.06798258 	 1.34176070 	 12.49617538 	 0.76526906 	 3.03058711
1764 	 0.00304328 	 0.10471385 	 20.26091721 	 0.07109907 	 1.21335583 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.11040000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000127 	 0.00000000 	 0.00000000 	 0.00002500 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.82329772 	 342.04461066 	 58.43835717 	 6.89874574 	 1.31841164 	 11.96181430 	 0.75313758 	 2.99688468
1765 	 0.00304438 	 0.10664029 	 20.91915500 	 0.07244229 	 1.25127459 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.07293000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000139 	 0.00000000 	 0.00000000 	 0.00003031 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.87237634 	 352.93272577 	 60.62945786 	 7.11238233 	 1.35716719 	 12.63877301 	 0.76643284 	 3.04115110
1766 	 0.00339421 	 0.10860216 	 20.85359190 	 0.07381089 	 1.24468857 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.07758000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000142 	 0.00000000 	 0.00000000 	 0.00003437 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.87906403 	 349.38064500 	 59.85878463 	 7.03629653 	 1.34498311 	 12.31847179 	 0.76547686 	 3.04035903
1767 	 0.00339532 	 0.11060013 	 20.99917946 	 0.07520534 	 1.24385418 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.08566000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000146 	 0.00000000 	 0.00000000 	 0.00003843 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.87469400 	 349.61609900 	 59.89102690 	 7.04538243 	 1.34524008 	 12.35137655 	 0.76722062 	 3.04918795
1768 	 0.00339642 	 0.11263485 	 21.65945211 	 0.07662614 	 1.29527413 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04673000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000149 	 0.00000000 	 0.00000000 	 0.00004247 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 4.03298658 	 362.65368483 	 62.36582555 	 7.22361782 	 1.40901338 	 12.98991329 	 0.77411866 	 3.07381691
1769 	 0.00339753 	 0.11470701 	 21.49633535 	 0.07807378 	 1.27392155 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.07670000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000153 	 0.00000000 	 0.00000000 	 0.00004654 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.90878664 	 355.02541845 	 60.95040361 	 7.15786370 	 1.36313658 	 12.65664863 	 0.77449716 	 3.07844616
1770 	 0.00339864 	 0.11681729 	 21.63439757 	 0.07954877 	 1.27805335 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04544000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000157 	 0.00000000 	 0.00000000 	 0.00005058 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.92127114 	 355.36054756 	 60.96602721 	 7.15597828 	 1.36957723 	 12.67524978 	 0.76978751 	 3.06746531
1771 	 0.00376661 	 0.11896639 	 21.42892110 	 0.08105163 	 1.23066858 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.07227000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000160 	 0.00000000 	 0.00000000 	 0.00005466 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.83746579 	 347.86198829 	 59.42424033 	 7.06921841 	 1.33548287 	 12.26705852 	 0.76542684 	 3.05491887
1772 	 0.00376772 	 0.12115503 	 21.39461572 	 0.08258288 	 1.21837129 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.08887000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000164 	 0.00000000 	 0.00000000 	 0.00005873 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.80729827 	 344.61347383 	 58.72495295 	 7.04323056 	 1.31719396 	 12.04335906 	 0.76988358 	 3.07082422
1773 	 0.00376883 	 0.12338393 	 21.59523139 	 0.08414306 	 1.22122283 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.06952000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000167 	 0.00000000 	 0.00000000 	 0.00006277 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.79008644 	 345.77680909 	 58.91656885 	 7.10450374 	 1.31696355 	 12.11348900 	 0.77579205 	 3.09117479
1774 	 0.00376995 	 0.12565384 	 22.25970773 	 0.08573271 	 1.26698490 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.02650000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000171 	 0.00000000 	 0.00000000 	 0.00006678 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.88630638 	 358.10358504 	 61.31335787 	 7.34770147 	 1.36087205 	 12.72626815 	 0.79402869 	 3.14932503
1775 	 0.00377106 	 0.12796551 	 22.20096329 	 0.08735240 	 1.25115383 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.05246000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000175 	 0.00000000 	 0.00000000 	 0.00007086 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.91226451 	 355.04717286 	 60.54083046 	 7.26964482 	 1.35803971 	 12.44701310 	 0.79095688 	 3.14212260
1776 	 0.00415919 	 0.13031971 	 22.14194213 	 0.08900268 	 1.23580271 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.03944000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000178 	 0.00000000 	 0.00000000 	 0.00007491 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.77185467 	 348.89855251 	 59.38114480 	 7.26146998 	 1.31531341 	 12.20922967 	 0.79682972 	 3.16084735
1777 	 0.00416030 	 0.13271721 	 22.56871006 	 0.09068414 	 1.26319817 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.05273000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000182 	 0.00000000 	 0.00000000 	 0.00007898 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.93211338 	 357.54536101 	 60.89349007 	 7.35597376 	 1.36123426 	 12.47305139 	 0.80901052 	 3.20040614
1778 	 0.00416141 	 0.13515883 	 22.85608093 	 0.09239737 	 1.28284354 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04465000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000185 	 0.00000000 	 0.00000000 	 0.00008302 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 4.01508515 	 362.75541346 	 61.78348695 	 7.43460607 	 1.39043630 	 12.70128511 	 0.80756511 	 3.19817113
1779 	 0.00416253 	 0.13764536 	 22.82063569 	 0.09414297 	 1.25435994 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.03691000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000189 	 0.00000000 	 0.00000000 	 0.00008707 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.85988496 	 355.92617152 	 60.50081488 	 7.41877346 	 1.34484260 	 12.40499112 	 0.81477317 	 3.22246674
1780 	 0.00416465 	 0.14017764 	 23.24616665 	 0.09592154 	 1.27535767 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 104.98817000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000192 	 0.00000000 	 0.00000000 	 0.00009105 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.86537952 	 361.61404216 	 61.61859566 	 7.56942912 	 1.35886730 	 12.74981062 	 0.83040029 	 3.26857018
1781 	 0.00465659 	 0.14275650 	 23.24965548 	 0.09773371 	 1.27809741 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04236000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000196 	 0.00000000 	 0.00000000 	 0.00009518 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.91488161 	 360.09005386 	 61.19330647 	 7.50578335 	 1.35889209 	 12.53540445 	 0.83054911 	 3.27154781
1782 	 0.00465771 	 0.14538281 	 23.34175812 	 0.09958013 	 1.26160480 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.03125000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000200 	 0.00000000 	 0.00000000 	 0.00009922 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.78818494 	 356.04655462 	 60.48572145 	 7.51962579 	 1.32908861 	 12.43440348 	 0.83143409 	 3.27841734
1783 	 0.00465984 	 0.14805744 	 23.37991679 	 0.10146142 	 1.25924410 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.04360000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000203 	 0.00000000 	 0.00000000 	 0.00010329 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.78309253 	 354.28692425 	 60.10171272 	 7.49623227 	 1.32093087 	 12.32972767 	 0.82979472 	 3.27753280
1784 	 0.00466096 	 0.15078127 	 23.29404230 	 0.10337826 	 1.24163654 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.05531000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000207 	 0.00000000 	 0.00000000 	 0.00010737 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.82964523 	 350.56949626 	 59.21225989 	 7.38115640 	 1.31834021 	 11.96953701 	 0.82220200 	 3.25860425
1785 	 0.00466417 	 0.15355521 	 23.80210554 	 0.10533130 	 1.26712449 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.02817000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000210 	 0.00000000 	 0.00000000 	 0.00011137 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.81595451 	 356.80512535 	 60.49447936 	 7.53815232 	 1.33620880 	 12.44734647 	 0.82963090 	 3.28536501
1786 	 0.00529217 	 0.15638018 	 23.83199500 	 0.10732125 	 1.26446108 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.02684000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000214 	 0.00000000 	 0.00000000 	 0.00011542 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.82061457 	 354.20587730 	 59.91468241 	 7.49108425 	 1.32397725 	 12.16464029 	 0.83470623 	 3.30251684
1787 	 0.00529430 	 0.15925713 	 24.17652818 	 0.10934879 	 1.28189425 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 105.03415000 	 0.02485686 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00772327 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000000 	 0.00000218 	 0.00000000 	 0.00000000 	 0.00011949 	 0.00000000 	 0.00000000 	 0.00000000 	 0.01007122 	 0.00000000 	 3.87931875 	 358.79336825 	 60.75335708 	 7.55517197 	 1.34642146 	 12.39124602 	 0.83875783 	 3.31908544
